playerID,year,contractSalary,contractCreateDate,contractExpireDate,year_signed,contract_years
00-0034425,2020,0.555,2020-03-01,2022-03-01,2020,2
00-0035849,2021,0.768333,2020-03-01,2023-03-01,2020,3
00-0040289,2026,0.993333,2025-03-01,2028-03-01,2025,3
00-0036833,2026,4.75,2025-03-01,2027-03-01,2025,2
00-0033022,2016,0.54,2016-03-01,2019-03-01,2016,3
00-0023921,2007,0.365467,2006-03-01,2009-03-01,2006,3
00-0037240,2024,4.365448,2022-03-01,2026-03-01,2022,4
00-0038977,2024,1.422276,2023-03-01,2027-03-01,2023,4
00-0033246,2022,1.2075,2022-03-01,2024-03-01,2022,2
00-0040167,2025,1.269897,2025-03-01,2029-03-01,2025,4
00-0038124,2025,2.310257,2022-03-01,2026-03-01,2022,4
00-0031337,2017,0.767313,2014-03-01,2018-03-01,2014,4
00-0026964,2012,0.447259,2009-03-01,2013-03-01,2009,4
00-0040725,2026,2.538773,2025-03-01,2029-03-01,2025,4
00-0029572,2018,3.7,2015-03-01,2019-03-01,2015,4
00-0034339,2021,0.85,2021-03-01,2022-03-01,2021,1
00-0026307,2017,3.25,2017-03-01,2018-03-01,2017,1
00-0034681,2023,6.05,2022-03-01,2024-03-01,2022,2
00-0028078,2014,0.465,2014-03-01,2016-03-01,2014,2
00-0028946,2014,0.481333,2012-03-01,2015-03-01,2012,3
00-0029892,2021,5.4,2021-03-01,2026-03-01,2021,5
00-0028946,2024,1.3775,2024-03-01,2025-03-01,2024,1
00-0030412,2016,0.653287,2013-03-01,2017-03-01,2013,4
00-0040548,2025,0.995,2025-03-01,2028-03-01,2025,3
00-0039064,2025,3.50911,2023-03-01,2027-03-01,2023,4
00-0024225,2010,1.0,2010-03-01,2011-03-01,2010,1
00-0000585,2001,2.034,1999-03-01,2004-03-01,1999,5
00-0031189,2015,0.58155,2014-03-01,2018-03-01,2014,4
00-0034264,2018,0.797849,2018-03-01,2022-03-01,2018,4
00-0033326,2023,1.01,2023-03-01,2024-03-01,2023,1
00-0027822,2016,2.3,2015-03-01,2017-03-01,2015,2
00-0029204,2014,0.495,2014-03-01,2015-03-01,2014,1
00-0036913,2024,1.055,2024-03-01,2025-03-01,2024,1
00-0026261,2011,0.536625,2008-03-01,2012-03-01,2008,4
00-0032168,2018,1.25,2018-03-01,2019-03-01,2018,1
00-0036633,2024,0.952646,2021-03-01,2025-03-01,2021,4
00-0033084,2025,7.5,2024-03-01,2026-03-01,2024,2
00-0035383,2020,0.589167,2019-03-01,2022-03-01,2019,3
00-0035816,2021,0.7625,2020-03-01,2023-03-01,2020,3
00-0035975,2022,0.705,2022-03-01,2023-03-01,2022,1
00-0023662,2013,10.5,2009-03-01,2015-03-01,2009,6
00-0026156,2010,2.51575,2008-03-01,2013-03-01,2008,5
00-0024307,2007,0.555625,2006-03-01,2010-03-01,2006,4
00-0034446,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0038796,2024,0.905,2023-03-01,2026-03-01,2023,3
00-0040015,2027,1.108316,2025-03-01,2029-03-01,2025,4
00-0040646,2026,1.2668,2025-03-01,2029-03-01,2025,4
00-0021186,2010,4.866667,2010-03-01,2013-03-01,2010,3
00-0030665,2023,0.356944,2023-03-01,2024-03-01,2023,1
00-0029670,2012,3.616625,2012-03-01,2016-03-01,2012,4
00-0032830,2020,0.4875,2019-03-01,2021-03-01,2019,2
00-0031359,2014,3.22465,2014-03-01,2018-03-01,2014,4
00-0031357,2017,0.495,2016-03-01,2018-03-01,2016,2
00-0022712,2016,6.333333,2014-03-01,2017-03-01,2014,3
00-0026899,2015,3.333333,2013-03-01,2016-03-01,2013,3
00-0034660,2020,0.571167,2018-03-01,2021-03-01,2018,3
00-0033878,2020,2.820753,2017-03-01,2021-03-01,2017,4
00-0034964,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0027325,2018,2.0,2018-03-01,2019-03-01,2018,1
00-0025512,2016,1.5,2016-03-01,2017-03-01,2016,1
00-0025401,2018,14.024212,2015-03-01,2020-03-01,2015,5
00-0032553,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0033619,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0033410,2020,0.7625,2020-03-01,2022-03-01,2020,2
00-0039844,2026,1.605377,2024-03-01,2028-03-01,2024,4
00-0039801,2025,1.039597,2024-03-01,2028-03-01,2024,4
00-0031550,2024,3.105,2024-03-01,2025-03-01,2024,1
00-0038882,2025,0.901667,2023-03-01,2026-03-01,2023,3
00-0031348,2019,9.0,2018-03-01,2023-03-01,2018,5
00-0036505,2023,0.912225,2021-03-01,2025-03-01,2021,4
00-0030460,2013,0.702844,2013-03-01,2017-03-01,2013,4
00-0031363,2021,1.4,2021-03-01,2022-03-01,2021,1
00-0032397,2019,0.675,2018-03-01,2020-03-01,2018,2
00-0040741,2025,1.805072,2025-03-01,2029-03-01,2025,4
00-0036363,2020,1.209834,2020-03-01,2024-03-01,2020,4
00-0030290,2018,0.585,2017-03-01,2019-03-01,2017,2
00-0033871,2022,12.5,2021-03-01,2024-03-01,2021,3
00-0033500,2019,0.525,2018-03-01,2020-03-01,2018,2
00-0029260,2014,0.829725,2012-03-01,2016-03-01,2012,4
00-0036373,2023,0.994771,2020-03-01,2024-03-01,2020,4
00-0024714,0,0.855,,0001-03-01,0,1
00-0030564,2020,27.25,2020-03-01,2022-03-01,2020,2
00-0039513,2026,0.946667,2024-03-01,2027-03-01,2024,3
00-0039009,2025,1.160261,2023-03-01,2027-03-01,2023,4
00-0031257,2022,8.0,2018-03-01,2023-03-01,2018,5
00-0026498,2013,12.0,2009-03-01,2015-03-01,2009,6
00-0035485,2020,0.1428,2020-03-01,2021-03-01,2020,1
00-0039445,2024,0.943667,2024-03-01,2027-03-01,2024,3
00-0021381,2013,1.1,2013-03-01,2014-03-01,2013,1
00-0035353,2020,0.589333,2019-03-01,2022-03-01,2019,3
00-0033093,2022,1.035,2022-03-01,2023-03-01,2022,1
00-0034274,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0036457,2023,0.8475,2022-03-01,2024-03-01,2022,2
00-0032383,2019,2.612747,2016-03-01,2020-03-01,2016,4
00-0027978,2012,1.21365,2011-03-01,2015-03-01,2011,4
00-0026796,2012,8.7,2012-03-01,2017-03-01,2012,5
00-0035235,2025,11.5,2023-03-01,2026-03-01,2023,3
00-0025540,2011,0.4,2011-03-01,2015-03-01,2011,4
00-0029053,2013,0.45,2013-03-01,2015-03-01,2013,2
00-0031587,2021,6.75,2018-03-01,2022-03-01,2018,4
00-0030997,2021,4.0,2020-03-01,2022-03-01,2020,2
00-0028092,2013,0.555606,2011-03-01,2015-03-01,2011,4
00-0037310,2023,0.948003,2022-03-01,2026-03-01,2022,4
00-0039701,2025,0.9455,2024-03-01,2027-03-01,2024,3
00-0029622,2014,0.537848,2012-03-01,2016-03-01,2012,4
00-0037315,2023,0.8325,2023-03-01,2025-03-01,2023,2
00-0033962,2020,0.644997,2017-03-01,2021-03-01,2017,4
00-0039499,2026,0.946667,2024-03-01,2027-03-01,2024,3
00-0027970,2013,1.650501,2011-03-01,2015-03-01,2011,4
00-0039030,2025,1.162086,2023-03-01,2027-03-01,2023,4
00-0040149,2025,1.540296,2025-03-01,2029-03-01,2025,4
00-0031315,2014,0.58145,2014-03-01,2018-03-01,2014,4
00-0026950,2018,1.35,2018-03-01,2020-03-01,2018,2
00-0030829,2022,1.2725,2022-03-01,2023-03-01,2022,1
00-0032155,2019,0.525,2018-03-01,2020-03-01,2018,2
00-0023455,2008,1.87,2005-03-01,2010-03-01,2005,5
00-0035243,2025,6.35,2023-03-01,2027-03-01,2023,4
00-0033699,2025,4.215,2024-03-01,2026-03-01,2024,2
00-0033550,2020,0.902832,2017-03-01,2021-03-01,2017,4
00-0029892,2015,0.615146,2013-03-01,2017-03-01,2013,4
00-0004091,2014,3.067,2014-03-01,2016-03-01,2014,2
00-0039404,2025,1.047655,2024-03-01,2028-03-01,2024,4
00-0031057,2015,0.665845,2014-03-01,2018-03-01,2014,4
00-0034346,2022,1.1875,2022-03-01,2023-03-01,2022,1
00-0033582,2018,0.636043,2017-03-01,2021-03-01,2017,4
00-0036128,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0031300,2017,1.1182,2014-03-01,2018-03-01,2014,4
00-0038737,2025,0.9,2023-03-01,2026-03-01,2023,3
00-0039412,2026,1.035297,2024-03-01,2028-03-01,2024,4
00-0025637,2009,0.425431,2007-03-01,2011-03-01,2007,4
00-0027980,2011,1.175441,2011-03-01,2015-03-01,2011,4
00-0031801,2018,0.48,2018-03-01,2019-03-01,2018,1
00-0039434,2025,1.025929,2024-03-01,2028-03-01,2024,4
00-0028908,2021,1.075,2021-03-01,2022-03-01,2021,1
00-0031016,2019,3.3,2018-03-01,2020-03-01,2018,2
00-0033990,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0032849,2021,0.6425,2020-03-01,2022-03-01,2020,2
00-0034947,2020,0.585,2019-03-01,2022-03-01,2019,3
00-0034204,2018,0.575,2018-03-01,2021-03-01,2018,3
00-0025555,2016,4.075,2014-03-01,2018-03-01,2014,4
00-0030112,2020,0.204,2020-03-01,2021-03-01,2020,1
00-0021140,2004,6.571429,2002-03-01,2009-03-01,2002,7
00-0032520,2021,2.3775,2021-03-01,2022-03-01,2021,1
00-0034573,2018,0.571667,2018-03-01,2021-03-01,2018,3
00-0037051,2022,0.861667,2022-03-01,2025-03-01,2022,3
00-0037301,2025,0.95587,2022-03-01,2026-03-01,2022,4
00-0028263,2015,1.542,2015-03-01,2016-03-01,2015,1
00-0034966,2021,0.585333,2019-03-01,2022-03-01,2019,3
00-0030449,2015,0.917775,2013-03-01,2017-03-01,2013,4
00-0036897,2023,0.94,2023-03-01,2024-03-01,2023,1
00-0036043,2023,1.01,2023-03-01,2024-03-01,2023,1
00-0026512,2011,0.4,2009-03-01,2012-03-01,2009,3
00-0039739,2025,1.436292,2024-03-01,2028-03-01,2024,4
00-0029215,2019,6.0,2016-03-01,2021-03-01,2016,5
00-0027973,2013,1.30355,2011-03-01,2015-03-01,2011,4
00-0032523,2018,0.51,2017-03-01,2019-03-01,2017,2
00-0036741,2024,1.105,2024-03-01,2025-03-01,2024,1
00-0032420,2023,1.315,2023-03-01,2024-03-01,2023,1
00-0035805,2021,0.764333,2020-03-01,2023-03-01,2020,3
00-0034468,2018,0.575333,2018-03-01,2021-03-01,2018,3
00-0040615,2026,0.988333,2025-03-01,2028-03-01,2025,3
00-0033536,2022,20.0,2022-03-01,2025-03-01,2022,3
00-0029544,2015,0.68189,2012-03-01,2016-03-01,2012,4
00-0040044,2026,0.991667,2025-03-01,2028-03-01,2025,3
00-0032324,2018,0.1292,2018-03-01,2019-03-01,2018,1
00-0032139,2019,0.675,2018-03-01,2020-03-01,2018,2
00-0026069,2009,0.34375,2008-03-01,2010-03-01,2008,2
00-0035797,2020,0.765,2020-03-01,2023-03-01,2020,3
00-0026253,2014,3.4,2012-03-01,2016-03-01,2012,4
00-0035179,2020,0.585,2019-03-01,2022-03-01,2019,3
00-0028899,2021,1.5,2021-03-01,2022-03-01,2021,1
00-0024232,2006,2.15,2006-03-01,2011-03-01,2006,5
00-0024270,2011,5.915,2008-03-01,2012-03-01,2008,4
00-0038468,2025,0.900833,2023-03-01,2026-03-01,2023,3
00-0028177,2016,0.76,2016-03-01,2017-03-01,2016,1
00-0039550,2026,0.944333,2024-03-01,2027-03-01,2024,3
00-0039823,2026,1.42138,2024-03-01,2028-03-01,2024,4
00-0029287,2018,0.88,2018-03-01,2019-03-01,2018,1
00-0035040,2020,0.7625,2020-03-01,2022-03-01,2020,2
00-0029567,2014,0.69213,2012-03-01,2016-03-01,2012,4
00-0034678,2025,5.51,2025-03-01,2027-03-01,2025,2
00-0029738,2015,0.495,2013-03-01,2016-03-01,2013,3
00-0030404,2013,0.58625,2013-03-01,2017-03-01,2013,4
00-0039610,2025,0.96,2025-03-01,2026-03-01,2025,1
00-0030780,2016,0.513333,2014-03-01,2017-03-01,2014,3
00-0036629,2024,1.049453,2021-03-01,2025-03-01,2021,4
00-0026286,2014,1.5,2014-03-01,2015-03-01,2014,1
00-0030889,2016,0.512333,2014-03-01,2017-03-01,2014,3
00-0029146,2017,6.5,2016-03-01,2021-03-01,2016,5
00-0035899,2022,0.705,2022-03-01,2023-03-01,2022,1
00-0033434,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0038397,2026,1.0175,2025-03-01,2027-03-01,2025,2
00-0023436,2015,17.0,2014-03-01,2018-03-01,2014,4
00-0035126,2020,0.51,2020-03-01,2021-03-01,2020,1
00-0030447,1,0.465,,0002-03-01,0,2
00-0033495,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0030648,2021,7.0,2021-03-01,2023-03-01,2021,2
00-0032201,2015,0.630681,2015-03-01,2019-03-01,2015,4
00-0035266,2021,0.9075,2021-03-01,2023-03-01,2021,2
00-0023496,2009,0.661,2005-03-01,2010-03-01,2005,5
00-0039718,2026,0.945,2024-03-01,2027-03-01,2024,3
00-0026205,2015,1.605,2013-03-01,2017-03-01,2013,4
00-0029303,2020,0.9125,2019-03-01,2021-03-01,2019,2
00-0032680,2019,0.57,2019-03-01,2020-03-01,2019,1
00-0040069,2028,1.275724,2025-03-01,2029-03-01,2025,4
00-0038903,2024,0.8775,2024-03-01,2026-03-01,2024,2
00-0031462,2018,0.6,2018-03-01,2020-03-01,2018,2
00-0040494,2026,0.991667,2025-03-01,2028-03-01,2025,3
00-0040193,2027,1.130054,2025-03-01,2029-03-01,2025,4
00-0038908,2024,0.8775,2024-03-01,2026-03-01,2024,2
00-0030552,1,0.48,,0002-03-01,0,2
00-0039828,2027,1.061648,2024-03-01,2028-03-01,2024,4
00-0035045,2022,0.7425,2021-03-01,2023-03-01,2021,2
00-0034943,2019,0.5855,2019-03-01,2022-03-01,2019,3
00-0026502,2013,5.5,2013-03-01,2017-03-01,2013,4
00-0029683,2014,0.750208,2012-03-01,2016-03-01,2012,4
00-0027984,2017,7.3,2015-03-01,2020-03-01,2015,5
00-0036876,2024,1.046591,2021-03-01,2025-03-01,2021,4
00-0022245,2005,0.313333,2004-03-01,2007-03-01,2004,3
00-0036618,2025,18.5,2024-03-01,2028-03-01,2024,4
00-0029264,2014,0.663986,2012-03-01,2016-03-01,2012,4
00-0037585,2024,0.9275,2023-03-01,2025-03-01,2023,2
00-0027720,2015,10.6654,2013-03-01,2018-03-01,2013,5
00-0037664,2023,1.650336,2022-03-01,2026-03-01,2022,4
00-0032602,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0020498,2015,2.3,2015-03-01,2016-03-01,2015,1
00-0031242,2014,0.571287,2014-03-01,2018-03-01,2014,4
00-0001820,2006,5.785714,2003-03-01,2010-03-01,2003,7
00-0034809,2018,0.654155,2018-03-01,2022-03-01,2018,4
00-0033596,2018,0.6,2018-03-01,2019-03-01,2018,1
00-0034481,2020,0.572667,2018-03-01,2021-03-01,2018,3
00-0037266,2022,0.995873,2022-03-01,2026-03-01,2022,4
00-0024313,2006,0.483333,2006-03-01,2009-03-01,2006,3
00-0031396,2014,0.57015,2014-03-01,2018-03-01,2014,4
00-0033793,2022,1.035,2022-03-01,2023-03-01,2022,1
00-0036398,2023,0.898763,2020-03-01,2024-03-01,2020,4
00-0032894,2018,0.738514,2016-03-01,2020-03-01,2016,4
00-0031547,2023,5.4,2023-03-01,2025-03-01,2023,2
00-0033384,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0034775,2025,18.0,2022-03-01,2026-03-01,2022,4
00-0023445,2016,6.5,2016-03-01,2017-03-01,2016,1
00-0032198,2017,0.66,2017-03-01,2019-03-01,2017,2
00-0026839,2012,1.354363,2012-03-01,2015-03-01,2012,3
00-0029863,0,0.48,,0002-03-01,0,2
00-0039251,2024,0.945,2024-03-01,2027-03-01,2024,3
00-0028064,2017,3.75,2016-03-01,2019-03-01,2016,3
00-0040588,2028,1.130054,2025-03-01,2029-03-01,2025,4
00-0032009,2017,0.615,2017-03-01,2018-03-01,2017,1
00-0028123,2012,0.51,2012-03-01,2014-03-01,2012,2
00-0033514,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0039824,2024,1.177155,2024-03-01,2028-03-01,2024,4
00-0035436,2021,0.698333,2020-03-01,2023-03-01,2020,3
00-0039438,2025,1.025184,2024-03-01,2028-03-01,2024,4
00-0028581,2020,1.4,2020-03-01,2021-03-01,2020,1
00-0039075,2026,1.021245,2023-03-01,2027-03-01,2023,4
00-0032617,2021,0.92,2021-03-01,2022-03-01,2021,1
00-0022942,2005,6.875,2004-03-01,2010-03-01,2004,6
00-0030020,2015,0.495667,2013-03-01,2016-03-01,2013,3
00-0020840,2004,0.302,2002-03-01,2005-03-01,2002,3
00-0032660,2016,0.4575,2016-03-01,2018-03-01,2016,2
00-0031079,2014,0.581327,2014-03-01,2018-03-01,2014,4
00-0025512,2007,0.475287,2007-03-01,2010-03-01,2007,3
00-0033548,2026,12.0,2024-03-01,2027-03-01,2024,3
00-0023455,2014,0.305,2011-03-01,2016-03-01,2011,5
00-0031029,2018,4.0,2018-03-01,2019-03-01,2018,1
00-0033399,2017,0.558333,2017-03-01,2020-03-01,2017,3
00-0031785,2016,0.57,2016-03-01,2018-03-01,2016,2
00-0039234,2026,1.179614,2024-03-01,2028-03-01,2024,4
00-0027648,2012,1.4995,2010-03-01,2014-03-01,2010,4
00-0026981,2014,8.011458,2009-03-01,2015-03-01,2009,6
00-0033435,2018,0.5625,2018-03-01,2020-03-01,2018,2
00-0034378,2022,1.0225,2022-03-01,2024-03-01,2022,2
00-0032626,2019,2.8,2019-03-01,2020-03-01,2019,1
00-0029258,2017,0.775,2017-03-01,2018-03-01,2017,1
00-0038573,2023,1.137982,2023-03-01,2027-03-01,2023,4
00-0036924,2023,1.07184,2021-03-01,2025-03-01,2021,4
00-0035945,2021,0.764333,2020-03-01,2023-03-01,2020,3
00-0036939,2022,0.7875,2022-03-01,2024-03-01,2022,2
00-0036901,2025,3.5,2025-03-01,2026-03-01,2025,1
00-0030936,2016,0.48,2015-03-01,2017-03-01,2015,2
00-0033123,2017,0.870147,2016-03-01,2020-03-01,2016,4
00-0028237,2012,0.470833,2011-03-01,2014-03-01,2011,3
00-0033319,2018,0.525,2018-03-01,2020-03-01,2018,2
00-0035399,2023,0.435,2023-03-01,2024-03-01,2023,1
00-0033324,2021,0.92,2021-03-01,2022-03-01,2021,1
00-0011754,2007,3.0,2007-03-01,2008-03-01,2007,1
00-0031297,2015,3.37534,2014-03-01,2019-03-01,2014,5
00-0027796,2017,0.9,2017-03-01,2018-03-01,2017,1
00-0034812,2019,0.637667,2018-03-01,2022-03-01,2018,4
00-0030523,2015,0.68395,2013-03-01,2017-03-01,2013,4
00-0035334,2020,0.7625,2020-03-01,2022-03-01,2020,2
00-0026315,1,1.0,,0002-03-01,0,2
00-0039528,2025,0.944333,2024-03-01,2027-03-01,2024,3
00-0022019,2005,0.3715,2003-03-01,2007-03-01,2003,4
00-0031227,1,0.465,,0002-03-01,0,2
00-0031252,2016,0.48,2015-03-01,2017-03-01,2015,2
00-0035251,2023,1.0225,2022-03-01,2024-03-01,2022,2
00-0002110,2004,6.194286,2004-03-01,2011-03-01,2004,7
00-0035442,2021,0.576118,2020-03-01,2022-03-01,2020,2
00-0031407,2019,17.4835,2018-03-01,2020-03-01,2018,2
00-0027812,2011,0.500455,2010-03-01,2014-03-01,2010,4
00-0020873,2014,5.9375,2011-03-01,2015-03-01,2011,4
00-0025637,2014,0.855,2014-03-01,2015-03-01,2014,1
00-0024495,2010,2.125,2010-03-01,2012-03-01,2010,2
00-0038108,2025,0.985,2023-03-01,2026-03-01,2023,3
00-0031238,2020,9.5,2018-03-01,2023-03-01,2018,5
00-0035261,2023,10.091,2023-03-01,2024-03-01,2023,1
00-0024102,2015,1.5,2015-03-01,2016-03-01,2015,1
00-0030522,2016,0.6,2016-03-01,2017-03-01,2016,1
00-0039433,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0030076,2015,0.643977,2013-03-01,2017-03-01,2013,4
00-0034735,2022,0.7875,2022-03-01,2024-03-01,2022,2
00-0035062,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0030054,1,0.498333,,0003-03-01,0,3
00-0036880,2023,6.024767,2021-03-01,2025-03-01,2021,4
00-0030538,2016,1.367276,2013-03-01,2017-03-01,2013,4
00-0039178,2024,0.898333,2023-03-01,2026-03-01,2023,3
00-0026986,2016,8.5,2015-03-01,2019-03-01,2015,4
00-0033871,2017,6.348688,2017-03-01,2021-03-01,2017,4
00-0035331,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0040653,2025,1.078175,2025-03-01,2029-03-01,2025,4
00-0035541,2020,0.648645,2019-03-01,2023-03-01,2019,4
00-0036888,2024,0.910119,2021-03-01,2025-03-01,2021,4
00-0030459,2018,12.500081,2016-03-01,2021-03-01,2016,5
00-0026544,2017,0.9,2017-03-01,2018-03-01,2017,1
00-0027245,2010,0.3655,2010-03-01,2012-03-01,2010,2
00-0040058,2025,0.996667,2025-03-01,2028-03-01,2025,3
00-0033400,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0036990,2026,7.0,2025-03-01,2027-03-01,2025,2
00-0036916,2022,1.277546,2021-03-01,2025-03-01,2021,4
00-0034787,2024,2.5,2023-03-01,2025-03-01,2023,2
00-0037443,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0039133,2025,1.757108,2023-03-01,2027-03-01,2023,4
00-0026618,2018,9.833333,2016-03-01,2019-03-01,2016,3
00-0022247,2014,1.02,2014-03-01,2015-03-01,2014,1
00-0036792,2023,0.808667,2021-03-01,2024-03-01,2021,3
00-0024313,2017,4.083333,2015-03-01,2018-03-01,2015,3
00-0028121,2013,0.536018,2011-03-01,2015-03-01,2011,4
00-0013126,2008,6.5,2007-03-01,2012-03-01,2007,5
00-0029657,2016,5.0,2016-03-01,2018-03-01,2016,2
00-0028903,2015,0.71,2015-03-01,2016-03-01,2015,1
00-0032877,2020,0.555,2020-03-01,2022-03-01,2020,2
00-0027061,2016,7.02,2013-03-01,2018-03-01,2013,5
00-0023541,2014,3.5,2012-03-01,2015-03-01,2012,3
00-0035692,2020,7.840204,2019-03-01,2023-03-01,2019,4
00-0028445,2016,5.0,2015-03-01,2020-03-01,2015,5
00-0028102,2015,0.815,2014-03-01,2016-03-01,2014,2
00-0037092,2022,0.941112,2022-03-01,2026-03-01,2022,4
00-0035544,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0030132,2019,0.805,2019-03-01,2020-03-01,2019,1
00-0026625,2022,2.0,2022-03-01,2024-03-01,2022,2
00-0040705,2027,1.350238,2025-03-01,2029-03-01,2025,4
00-0039399,2026,1.050764,2024-03-01,2028-03-01,2024,4
00-0036197,2025,1.03,2025-03-01,2026-03-01,2025,1
00-0033731,2019,0.525,2018-03-01,2020-03-01,2018,2
00-0033755,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0039509,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0029266,2013,0.661035,2012-03-01,2016-03-01,2012,4
00-0027985,2013,1.056526,2011-03-01,2015-03-01,2011,4
00-0034723,2023,0.87,2023-03-01,2024-03-01,2023,1
00-0038696,2024,0.795,2024-03-01,2025-03-01,2024,1
00-0031581,2021,5.4,2019-03-01,2022-03-01,2019,3
00-0035336,2021,0.9175,2021-03-01,2023-03-01,2021,2
00-0032890,2025,12.666667,2023-03-01,2026-03-01,2023,3
00-0023310,2016,0.985,2016-03-01,2017-03-01,2016,1
00-0035098,2023,0.7875,2022-03-01,2024-03-01,2022,2
00-0036964,2023,1.065302,2021-03-01,2025-03-01,2021,4
00-0035286,2020,0.688721,2019-03-01,2023-03-01,2019,4
00-0039135,2025,0.9725,2024-03-01,2026-03-01,2024,2
00-0040658,2026,0.988333,2025-03-01,2028-03-01,2025,3
00-0039001,2024,1.43761,2023-03-01,2027-03-01,2023,4
00-0032167,2017,0.724237,2015-03-01,2019-03-01,2015,4
00-0032635,2019,0.675,2018-03-01,2020-03-01,2018,2
00-0031080,2015,0.580788,2014-03-01,2018-03-01,2014,4
00-0025504,2013,0.7575,2012-03-01,2014-03-01,2012,2
00-0029561,2020,12.0,2016-03-01,2021-03-01,2016,5
00-0024204,2015,0.9,2015-03-01,2016-03-01,2015,1
00-0027732,2014,1.2,2014-03-01,2016-03-01,2014,2
00-0022942,2012,15.3,2009-03-01,2015-03-01,2009,6
00-0031823,2016,0.526333,2015-03-01,2018-03-01,2015,3
00-0030392,2013,0.555682,2013-03-01,2017-03-01,2013,4
00-0036069,2020,0.765,2020-03-01,2023-03-01,2020,3
00-0026999,2017,5.0,2014-03-01,2018-03-01,2014,4
00-0035637,2022,1.979114,2019-03-01,2023-03-01,2019,4
00-0031078,2016,0.45,2016-03-01,2017-03-01,2016,1
00-0033201,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0031567,2019,6.0,2019-03-01,2020-03-01,2019,1
00-0026145,2014,3.0,2013-03-01,2015-03-01,2013,2
00-0033899,2017,1.237103,2017-03-01,2021-03-01,2017,4
00-0034860,2023,1.2325,2023-03-01,2024-03-01,2023,1
00-0035860,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0030068,2023,1.7,2023-03-01,2024-03-01,2023,1
00-0034123,2020,0.5725,2018-03-01,2021-03-01,2018,3
00-0035463,2020,0.587667,2019-03-01,2022-03-01,2019,3
00-0031911,2022,1.096667,2021-03-01,2024-03-01,2021,3
00-0032965,2019,5.121083,2016-03-01,2020-03-01,2016,4
00-0024343,2012,3.55,2010-03-01,2014-03-01,2010,4
00-0034966,2025,1.0475,2024-03-01,2026-03-01,2024,2
00-0037401,2022,0.855,2022-03-01,2025-03-01,2022,3
00-0027785,2011,0.50894,2010-03-01,2014-03-01,2010,4
00-0023968,0,0.73,,0001-03-01,0,1
00-0021146,2003,1.8,2002-03-01,2007-03-01,2002,5
00-0034337,2019,0.633944,2018-03-01,2022-03-01,2018,4
00-0040587,2026,1.138769,2025-03-01,2029-03-01,2025,4
00-0034803,2024,13.333333,2022-03-01,2025-03-01,2022,3
00-0024313,2016,4.083333,2015-03-01,2018-03-01,2015,3
00-0031059,2016,0.6,2016-03-01,2017-03-01,2016,1
00-0032804,2018,0.585,2017-03-01,2019-03-01,2017,2
00-0032955,2020,4.6,2020-03-01,2021-03-01,2020,1
00-0032450,2023,1.165,2023-03-01,2024-03-01,2023,1
00-0035663,2022,1.168424,2019-03-01,2023-03-01,2019,4
00-0024296,2009,0.5795,2006-03-01,2010-03-01,2006,4
00-0031868,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0032834,2016,0.541667,2016-03-01,2019-03-01,2016,3
00-0023645,2010,3.625,2010-03-01,2012-03-01,2010,2
00-0028606,0,0.51,,0001-03-01,0,1
00-0034755,2021,0.92,2021-03-01,2022-03-01,2021,1
00-0031349,2016,0.57775,2014-03-01,2018-03-01,2014,4
00-0036229,2023,0.856103,2020-03-01,2024-03-01,2020,4
00-0033538,2021,17.0,2020-03-01,2024-03-01,2020,4
00-0037285,2022,0.966634,2022-03-01,2026-03-01,2022,4
00-0030408,2014,0.555612,2013-03-01,2017-03-01,2013,4
00-0027867,2023,1.165,2023-03-01,2024-03-01,2023,1
00-0026267,2014,2.666667,2012-03-01,2015-03-01,2012,3
00-0034521,2019,0.495,2019-03-01,2020-03-01,2019,1
00-0034960,2019,0.588333,2019-03-01,2022-03-01,2019,3
00-0029585,2016,3.1945,2016-03-01,2021-03-01,2016,5
00-0027606,2013,0.465,2011-03-01,2014-03-01,2011,3
00-0028445,2013,0.51,2012-03-01,2014-03-01,2012,2
00-0032957,2017,0.618233,2016-03-01,2020-03-01,2016,4
00-0028092,2014,14.0,2014-03-01,2018-03-01,2014,4
